fidu,Field,NI,ND,NM,NL,NT,CI,CD,CM,CL,CT,EI,ED,EM,EL,ET,ECe18,ECa18,ECeg18,CRI,CRD,CRM,CRL,CRT,CCI,CCD,CCM,CCL,CCT
93,Muth2,0.268845141,0.944576979,3.185628831,1.333857863,5.732908814,0.759714723,1.63601166,3.490905881,3.282003343,9.168635607,1.861854122,18.25679292,18.86996583,3.61938774,42.60800061,4.464276314,1.150716553,3.296998262,0.770606484,0.38129846,0.262151685,0.493338823,0.394278683,0.235354946,0.005552216,0.385126404,0.346243643,0.252741929
94,Muth2,0.307226628,0.968784064,3.198168993,1.408775062,5.882954747,0.773277342,1.638042152,3.481957913,3.291121781,9.184399188,2.059890397,17.8858617,17.47549143,3.324126528,40.74537005,4.705304623,1.099359741,3.518985748,0.746207023,0.393868889,0.316678047,0.534671061,0.4207581,0.154023409,0.025756846,0.430565039,0.399575562,0.285408698
95,Muth2,0.312618405,1.072364211,3.216696322,1.431571067,6.033250005,0.777285039,1.67073977,3.506585061,3.301720858,9.256330728,2.086090825,16.87530726,15.59524003,2.911007808,37.46764592,3.595182419,1.034106293,2.496563196,0.742978946,0.428115407,0.39019913,0.59250162,0.467354686,0.143263153,0.080801761,0.491832608,0.474195639,0.342893344
96,Muth2,0.310421288,1.032076776,3.209811867,1.437558815,5.989868746,0.770651937,1.663775027,3.513758779,3.266481996,9.214667739,2.066469744,15.39129296,13.54398085,2.410412042,33.4121556,3.839963913,1.0126828,2.722006798,0.745396401,0.47840693,0.470406913,0.662577682,0.525008106,0.151321336,0.161636042,0.558672427,0.564616364,0.414018434
97,Muth2,0.31213662,1.022180587,3.194595218,1.434846848,5.963759273,0.769280791,1.670061707,3.47577566,3.311923146,9.227041304,2.410051506,15.32048253,13.18965864,2.25373618,33.17392886,4.184863567,1.035442963,3.039659262,0.703064713,0.480806614,0.484261524,0.684510004,0.528394771,0.010215708,0.165493088,0.570217937,0.592916134,0.418196448
98,Muth2,0.346676469,0.778979241,2.715755404,1.336461499,5.177872613,0.790622711,1.605118871,3.44806242,3.233810246,9.077614248,2.520479266,17.07734793,16.00619869,3.280823213,38.8848491,6.515553474,1.424307404,5.186224937,0.689459236,0.421268483,0.374129935,0.540732889,0.447207527,-0.035135879,0.069796603,0.478441612,0.407397277,0.318038469
99,Muth2,0.311815768,0.990038335,3.192117692,1.458699436,5.952671231,0.779809773,1.647594333,3.496401608,3.358405232,9.282210946,2.135329784,18.36981916,16.71305307,3.63971015,40.85791216,4.710727692,1.249233017,3.523980379,0.73691236,0.377468132,0.346490706,0.490493984,0.419158186,0.1230412,0,0.455408921,0.342572883,0.283434937
100,Muth2,0.369132698,1.006459504,3.187608241,1.497004211,6.060204654,0.790763617,1.639599145,3.512540459,3.329010308,9.271913529,1.849273356,18.99474063,18.17054352,4.014224316,43.02878182,4.254268646,1.194341583,3.10358119,0.772156523,0.356290268,0.289500307,0.438067496,0.388296798,0.240521742,0,0.407916923,0.274925802,0.245362279
101,Muth2,0.427533448,1.046881616,3.231674493,1.51971659,6.225806147,0.814223468,1.647195637,3.514383197,3.33112824,9.306930542,1.749967274,20.27438972,19.47525912,4.322697921,45.82231404,4.004434109,1.04093956,2.873483658,0.78439173,0.312924444,0.238483669,0.394885718,0.348583552,0.281305767,0,0.365403058,0.219207378,0.196369379
102,Muth2,0.424895942,1.074357003,3.255964816,1.530611574,6.285829335,0.810098886,1.661260665,3.496616722,3.346913338,9.314889611,1.483492328,20.12152667,18.71110093,4.190325614,44.50644553,3.867670774,0.957874908,2.747524738,0.817223317,0.318104796,0.268363577,0.413415898,0.367290123,0.390744389,0,0.390302981,0.243117288,0.219447049
103,Muth2,0.41726619,1.112632751,3.229636549,1.513525009,6.273060499,0.805163145,1.687827169,3.509071887,3.328016222,9.330078423,1.386292349,19.13557964,17.03551147,3.778161384,41.33554484,3.34408021,0.908906174,2.26529789,0.829199037,0.351517397,0.333882024,0.471112843,0.412368092,0.430663458,0,0.444901687,0.317564959,0.275058227
106,Muth2,0.310618341,1.079990893,3.211171388,1.518915713,6.120696335,0.775248528,1.689365148,3.501722871,3.328222037,9.294558584,1.826194955,18.04750434,15.74894056,3.516600581,39.13924044,3.589847803,0.921743622,2.491649866,0.774999944,0.388391007,0.384189173,0.507727517,0.443591064,0.249999813,0.016952168,0.486824311,0.3648097,0.31357696
107,Muth2,0.298613459,1.112042189,3.173655748,1.500739962,6.085051358,0.771180689,1.693086981,3.50593108,3.335551262,9.305750012,1.549886599,17.97910433,15.5485796,3.645935199,38.72350573,3.328481674,0.872134857,2.250931501,0.809043076,0.390709004,0.392023633,0.489622569,0.449501207,0.363476919,0.020677918,0.493353028,0.341448476,0.320868105
108,Muth3,0.290503711,1.25550279,3.235254048,2.089510024,6.870770573,0.756445706,1.699314893,3.599962771,3.409269273,9.464992643,1.491385764,20.18809219,19.37654449,4.760723215,45.81674565,2.343403339,0.685515823,2.343403339,0.81625079,0.315848967,0.242343582,0.333568604,0.348662713,0.387502633,0,0.368619652,0.140088521,0.196467037
109,Muth3,0.276063114,1.253794939,3.261590481,1.865607143,6.657055677,0.761129439,1.697372615,3.582917452,3.443850756,9.485270262,1.431724718,20.1078537,18.92802631,4.377839568,44.8454443,2.423068285,0.728975677,2.423068285,0.82360145,0.318568156,0.259881419,0.387166696,0.362470869,0.412004834,0,0.383234516,0.20924735,0.213501696
110,Muth3,0.287908912,1.236416489,3.289822399,1.824641795,6.638789595,0.769476295,1.715967536,3.570821702,3.411379099,9.467644632,1.534486916,20.52725513,19.00477153,4.30177152,45.36828509,1.883064508,0.461850777,1.883064508,0.810940425,0.304355128,0.256880548,0.397815107,0.355038091,0.369801417,0,0.38073379,0.222987235,0.204332127
111,Muth3,0.31160897,1.232130051,3.258801102,1.815116555,6.617656678,0.78062582,1.721414328,3.605994762,3.397589803,9.505624713,1.65670651,19.99277816,18.25732209,4.216930542,44.1237373,2.082425356,0.518672714,2.082425356,0.795882112,0.322467933,0.286107115,0.409691599,0.372730757,0.319607039,0,0.405089262,0.23831174,0.226158976
112,Muth3,0.350854635,1.251036644,3.296518147,1.95023486,6.848644286,0.78662312,1.698478282,3.595204234,3.41813171,9.498437346,1.504679552,19.59504206,17.41791763,4.021637644,42.53927689,2.067319393,0.52958149,2.067319393,0.814612902,0.335946748,0.318929281,0.437029739,0.395255669,0.382043006,0,0.432441068,0.27358676,0.253947204
113,Muth3,0.320151001,1.254448264,3.286750137,1.948022931,6.809372333,0.775906205,1.685612499,3.600446284,3.425537884,9.487502872,1.493286372,19.9319206,17.91526828,3.997207056,43.33768231,2.360720158,0.596214828,2.360720158,0.816016622,0.324530325,0.299482011,0.440449663,0.383905425,0.386722072,0,0.416235009,0.277999565,0.239944789
114,Muth3,0.335015327,1.261050135,3.290468694,1.935522825,6.822056981,0.783113718,1.700632274,3.610243142,3.397799432,9.491788566,2.174769047,20.1029731,18.8292056,4.278195012,45.38514277,2.436854362,0.619344749,2.436854362,0.732053165,0.318733554,0.26374548,0.401115472,0.35479844,0.106843885,0,0.386454566,0.22724577,0.204036478
115,Muth3,0.369092286,1.261680871,3.300650178,1.969400615,6.90082395,0.793483496,1.712245822,3.613133431,3.40235144,9.521214189,2.681651995,19.95434866,19.24755233,4.657815523,46.54136851,2.767988682,0.741694107,2.768294096,0.669601623,0.323770264,0.247387399,0.347974171,0.338361372,-0.101327923,0,0.372822833,0.158676349,0.183758619
116,Muth3,0.352384567,1.271527826,3.321060837,2.039996593,6.984969823,0.776258647,1.704034746,3.618748248,3.436526001,9.535567642,1.976802416,20.10124363,20.15483478,4.89588672,47.12876755,3.190612793,0.864496994,2.071518421,0.756444046,0.318792164,0.211911085,0.314647696,0.330010825,0.18814682,0,0.343259238,0.115674447,0.173456829
117,Muth3,0.356693953,1.262280255,3.331806957,2.06521228,7.015993445,0.78464824,1.684353709,3.612756073,3.4342466,9.516004622,1.267828226,20.07857638,20.20036368,4.861187927,46.40795622,2.901535988,0.898826675,2.959554434,0.84379465,0.319560331,0.210130826,0.319505018,0.34025798,0.4793155,0,0.341775689,0.121941959,0.186098401
118,Muth3,0.399924189,1.264636576,3.327034414,1.956460088,6.948055267,0.802341461,1.701961458,3.609540938,3.42423278,9.538076637,1.057531197,19.26494149,19.37181649,4.673437469,44.36772664,3.925018072,1.113241882,2.800341606,0.869704722,0.347133474,0.242528455,0.345787327,0.36926217,0.565682408,0,0.368773713,0.155854616,0.221879897
119,Muth3,0.40049234,1.214384884,3.331247329,1.810105711,6.756230264,0.800877512,1.702991486,3.603772222,3.391690493,9.499331713,1.014072438,18.37394236,18.18267093,4.435661719,42.00634744,4.504014492,1.159570389,3.333597183,0.875059147,0.377328401,0.289026104,0.379072443,0.402831869,0.58353049,0,0.407521754,0.198803153,0.263293708
120,Muth3,0.405996591,1.223665506,3.329664111,1.864470854,6.823797062,0.799548864,1.7006194,3.602613926,3.415208459,9.517990649,1.242605227,17.57605237,16.24352232,4.206331077,39.268511,3.398322582,0.846383591,2.271096468,0.846902301,0.404367967,0.36485017,0.411175368,0.441753336,0.489674336,0.042632164,0.470708475,0.240226282,0.311309816
123,Muth3,0.320633799,1.251397431,3.314413905,1.910245701,6.796690836,0.775135338,1.686042428,3.592936397,3.416732669,9.470846832,1.571986433,15.61200798,12.4364158,3.587064025,33.20747423,2.878361225,0.724477768,2.95711565,0.806320221,0.470927154,0.513714623,0.497863669,0.527917885,0.354400736,0.149613692,0.594762186,0.352082154,0.41760813
124,Muth3,0.285202265,1.279955089,3.319082856,1.978930354,6.863170564,0.763598084,1.694778741,3.609184445,3.446621537,9.514182807,1.324653005,15.81529833,11.89588115,3.492151254,32.52798373,2.744094372,0.712289581,2.741167307,0.836793438,0.46403788,0.534850463,0.511150065,0.537577617,0.455978126,0.138540464,0.612375386,0.36922589,0.429525018
125,Muth3,0.265551835,1.344033867,3.319098116,1.934246152,6.86292997,0.7639094,1.719682216,3.57425338,3.408516764,9.46636176,1.544303134,21.66719835,20.55709131,4.354849577,48.12344237,2.368094444,0.629451523,2.368094444,0.809730998,0.265723775,0.196182159,0.390384958,0.315870388,0.365769993,0,0.330151799,0.213399945,0.156012247
126,Muth3,0.273228765,1.322692632,3.258380711,1.624109357,6.478411465,0.770673931,1.723026037,3.562912763,3.373681128,9.430293859,1.712510375,21.63223988,20.29284437,4.098186692,47.73578132,1.764781237,0.507793961,1.764781237,0.789006683,0.266908477,0.206514671,0.426313996,0.321381432,0.296688945,0,0.338762226,0.259759994,0.162811037
127,Muth3,0.324605465,1.289541692,3.252890229,1.487149463,6.354186849,0.780486405,1.712116003,3.564729154,3.338903607,9.396235169,1.727711295,21.60492965,20.0295291,3.923646817,47.28581687,1.34756887,0.375848656,1.34756887,0.787133823,0.267833989,0.216810754,0.450747017,0.32777819,0.290446077,0,0.347342295,0.291286474,0.170702502
128,Muth3,0.305865407,1.356790305,3.271293878,1.478819847,6.412769437,0.772908509,1.721413672,3.578630327,3.36272806,9.435680568,1.582308323,21.12548166,18.57198822,3.652540352,44.93231855,1.827726722,0.505888214,1.827726722,0.805048491,0.284081925,0.273803125,0.488697944,0.361235853,0.350161638,0,0.394835937,0.340255412,0.211978098
129,Muth3,0.297498673,1.380663752,3.291728437,1.564519778,6.53441064,0.777034938,1.720442891,3.580104232,3.364306927,9.441888988,1.29437454,21.08454567,18.31423004,3.588948322,44.28209857,1.921265364,0.530064735,1.921265364,0.840523958,0.285469198,0.283881915,0.497599895,0.370479471,0.468413192,0,0.40323493,0.3517418,0.22338164
130,Muth3,0.27104795,1.329538226,3.288980424,1.658174008,6.547740608,0.759328246,1.714096427,3.589087964,3.366514027,9.429026664,1.176361977,21.15629482,18.47351094,3.754041284,44.56020902,2.177929878,0.568371124,2.177929878,0.855063935,0.283037703,0.277653757,0.474489303,0.366525814,0.516879783,0,0.398044797,0.321921681,0.218504146
131,Muth3,0.299638987,1.327872902,3.304784657,1.730428458,6.662725004,0.764239073,1.719446958,3.593985796,3.364399373,9.4420712,1.946216459,20.8852322,18.69466066,4.03204676,45.55815607,2.263636112,0.611591873,2.263636112,0.760212451,0.292223701,0.26900642,0.435572616,0.352338858,0.20070817,0,0.390838683,0.271706601,0.201002175
132,Muth3,0.346861362,1.351191402,3.306953312,1.785190702,6.790196778,0.789768159,1.723432124,3.574145556,3.371880412,9.459226251,2.877060107,20.72305933,19.30061203,4.368717132,47.2694486,2.90960741,0.77375946,2.849455595,0.64552597,0.297719551,0.245312673,0.388443703,0.328010884,-0.1815801,0,0.371093894,0.210895101,0.170989568
133,Muth3,0.320253909,1.379842967,3.316592753,1.800063222,6.816752851,0.777870715,1.715604186,3.583918572,3.395789802,9.473183275,2.127264771,21.69853671,21.06414607,4.673722088,49.56366964,3.466343641,0.905401382,2.377902269,0.737906026,0.264661754,0.17635544,0.345747485,0.295395915,0.126353421,0,0.313629534,0.155803206,0.130753576
134,Muth3,0.318735719,1.316349923,3.335757613,1.816132843,6.786976098,0.772117496,1.710831404,3.57292044,3.387791217,9.443660557,0.965838184,21.2926237,20.76121981,4.387711766,47.40739346,2.871834278,0.725729446,2.958410263,0.881001946,0.278417675,0.188200381,0.385784733,0.32604984,0.603339821,0,0.323500318,0.207464172,0.168570295
135,Muth3,0.319564402,1.295279026,3.306702018,1.711720571,6.633266017,0.771818101,1.708831548,3.571812093,3.373432636,9.425894378,0.633125705,19.54355601,18.48683391,3.761148431,42.42466406,4.109147549,1.068443146,2.969924927,0.921994462,0.337691551,0.277132805,0.473494407,0.396885021,0.739981542,0,0.397610671,0.320637944,0.255957281
136,Muth3,0.314591706,1.269919932,3.314385951,1.654218912,6.553116501,0.77562207,1.697518468,3.577951788,3.343848348,9.394940674,0.608549918,18.3157067,16.70668366,3.549902435,39.18084271,4.689852715,1.211608124,3.504754305,0.925022372,0.37930194,0.34673976,0.503065747,0.44299964,0.750074574,0.002343182,0.455616467,0.358794512,0.31284734
137,Muth3,0.283974111,1.272547543,3.334959328,1.7992298,6.690710782,0.773965657,1.695296109,3.559041083,3.394054055,9.422356904,1.084270168,18.17028835,16.26407946,3.917316097,39.43595408,3.248863935,0.862802734,2.135543346,0.866410293,0.384229999,0.36404635,0.451633225,0.439372941,0.554700977,0.010264122,0.470038625,0.292429968,0.308373203
140,Muth3,0.262624502,1.281858474,3.318931638,1.854275733,6.717690347,0.764278293,1.698424995,3.563580036,3.40003705,9.426320374,1.438669308,17.71852083,15.26714777,4.008584699,38.43292261,2.530954599,0.684097137,2.530954599,0.822745828,0.399539877,0.403028105,0.43885696,0.453632178,0.409152759,0.034871905,0.50252342,0.275944464,0.325964345
141,Muth3,0.230129704,1.281671316,3.315616906,1.872149258,6.699567184,0.750073731,1.702167451,3.585165263,3.426558554,9.463964999,1.152380475,17.64262158,14.37400474,3.73832351,36.9073303,2.502753496,0.671181412,2.502753496,0.858018625,0.402112014,0.437951543,0.476689561,0.475320212,0.526728749,0.039006139,0.531626286,0.324760724,0.352720145
142,Muth3,0.23341687,1.312458843,3.310660423,1.758645654,6.61518179,0.75032711,1.707729996,3.569060981,3.365316629,9.392434716,1.388860006,21.98978337,20.53898866,3.981057785,47.89868982,2.250594616,0.596036186,2.250594616,0.828882684,0.254791742,0.196890004,0.442710324,0.319065502,0.429608947,0,0.33074167,0.280916547,0.159953951
143,Muth3,0.257449746,1.308132291,3.274466693,1.409237936,6.249286666,0.757769942,1.703917384,3.588235497,3.319751144,9.369673967,1.795820751,21.84490665,20.43491453,3.72193524,47.79757717,1.725791216,0.479184189,1.725791216,0.778742259,0.259701447,0.200959482,0.478983678,0.320502934,0.262474198,0,0.334132902,0.327720875,0.161727263
144,Muth3,0.285154849,1.288562506,3.257005632,1.31615241,6.146875397,0.767603636,1.706423581,3.564150453,3.327988923,9.366166593,1.995746447,22.32762509,20.76638525,3.708580858,48.79833764,1.37594986,0.396239624,1.37594986,0.754110008,0.243342678,0.187998404,0.480853096,0.306275982,0.180366694,0,0.323332003,0.330133027,0.14417595
145,Muth3,0.254881084,1.347992599,3.28606999,1.376111374,6.265055047,0.759836197,1.717640698,3.556626141,3.335526407,9.369629443,1.879239018,21.99213387,19.67975133,3.537158585,47.0882828,1.876320362,0.489217072,1.876320362,0.768464542,0.254712087,0.23048767,0.504849699,0.330586362,0.228215142,0,0.358739725,0.361096385,0.17416685
146,Muth3,0.254860759,1.361973465,3.283242643,1.508575529,6.408652396,0.751771212,1.718746542,3.5859555,3.353266716,9.40973997,1.470847928,21.76132822,19.04485592,3.600025324,45.87705739,2.132369757,0.546176453,2.132369757,0.818781196,0.262533823,0.255313179,0.496049278,0.347805313,0.395937319,0,0.379427649,0.349741003,0.195409291
147,Muth3,0.251141548,1.325318962,3.303938448,1.673662513,6.554061471,0.755953252,1.711554467,3.579113961,3.349022091,9.395643771,1.128241494,21.53913969,19.04665576,3.841924187,45.55596113,2.03742528,0.562808304,2.03742528,0.860992717,0.270063534,0.255242802,0.462186986,0.352370062,0.536642389,0,0.379369002,0.306047724,0.20104067
148,Muth3,0.299160898,1.328699083,3.304098427,1.725305915,6.657264323,0.770471394,1.706685305,3.58748746,3.363222062,9.427866221,1.81834538,20.72493987,18.3570872,3.956851276,44.85722372,2.494024038,0.646953506,2.494024038,0.775967067,0.297655822,0.282206126,0.44609888,0.362303411,0.253223556,0,0.401838439,0.285288877,0.213295109
149,Muth3,0.324937999,1.324919433,3.34486562,1.790143907,6.784866959,0.776495159,1.707252622,3.57337886,3.383999347,9.441125988,2.838001878,20.31322014,18.64819727,4.108748452,45.90816774,3.351881266,0.880129776,2.218114138,0.650338218,0.311608526,0.270823219,0.424835504,0.347363043,-0.165539272,0,0.392352682,0.257852263,0.194863679
150,Muth3,0.303280264,1.313282162,3.340595603,1.726225018,6.683383047,0.76916343,1.70127362,3.587178587,3.37817663,9.435792267,2.269047925,22.01797182,21.26582755,4.478404816,50.03125211,3.607633114,0.933700333,2.510305882,0.720437345,0.253836468,0.168469345,0.373089037,0.288748697,0.068124483,0,0.307057788,0.191082628,0.122553126
