fidu,Field,NI,ND,NM,NL,NT,CI,CD,CM,CL,CT,EI,ED,EM,EL,ET,ECe18,ECa18,ECeg18,CRI,CRD,CRM,CRL,CRT,CCI,CCD,CCM,CCL,CCT
10,Muth2,0.249893203,1.088751108,3.22390455,1.557914466,6.120463327,0.747755527,1.66989386,3.507162154,3.273408354,9.198219895,2.084745877,19.16818301,19.08977886,3.523557403,43.86626514,4.050008774,1.063957825,2.915458202,0.743144653,0.350412507,0.253556615,0.506753664,0.376391017,0.143815509,0,0.377963846,0.363553115,0.230674517
11,Muth2,0.222528055,1.029241532,3.19658047,1.461784289,5.910134346,0.739004314,1.651161372,3.509199798,3.264469565,9.163835049,1.989882559,18.8541226,19.21496813,3.681198017,43.7401713,4.374701977,1.144774628,3.214500427,0.75483248,0.36105565,0.248661498,0.484686292,0.378183585,0.182774935,0,0.373884581,0.335079086,0.232885947
12,Muth2,0.212809086,0.984727293,3.16510582,1.378426254,5.741068453,0.741463721,1.640450716,3.501378059,3.261071027,9.144363523,1.617727766,17.773061,18.19380501,3.517747224,41.10234101,4.521039486,1.358169708,3.349277258,0.800684567,0.397691573,0.288590742,0.507567004,0.415683351,0.335615224,0.031901101,0.407158952,0.364602586,0.27914815
13,Muth2,0.233943164,0.923842608,3.125187517,1.414922983,5.697896272,0.750693858,1.633140445,3.515107215,3.258576036,9.157517554,1.312239223,16.12368167,16.87077932,3.29535878,37.60205899,5.586829185,1.41179245,4.330869675,0.838322903,0.453587126,0.340323336,0.538698123,0.465443851,0.461076344,0.121742818,0.450269447,0.404771772,0.340536011
14,Muth2,0.231725693,0.914551109,3.143014431,1.409064352,5.698355585,0.751823723,1.641770124,3.499659478,3.265413166,9.158666491,1.464892541,16.33438538,17.51386666,3.486368517,38.7995131,4.504037857,1.280606079,3.333618879,0.819514941,0.446446622,0.315177508,0.511959563,0.448420676,0.398383137,0.110265784,0.42931459,0.370270404,0.31953509
15,Muth2,0.202543139,0.852985204,3.079847395,1.394987344,5.530363082,0.739970684,1.623009145,3.493570804,3.256520928,9.113071561,2.102956523,17.55779295,20.28311409,4.154921153,44.09878472,6.1733284,1.44669342,4.871035576,0.740900973,0.404986758,0.206895142,0.418372003,0.373085486,0.136336577,0.043626755,0.339079285,0.249512262,0.226596594
16,Muth2,0.234673157,0.961983144,2.806490958,1.269849256,5.272996515,0.735903442,1.633485198,3.463932514,3.212160528,9.045481682,2.19231568,18.72899948,17.97340235,2.908693747,41.80341126,3.55811882,0.937084808,2.462427616,0.729891297,0.365295927,0.297208868,0.592825554,0.405716838,0.099637656,0,0.414340723,0.474613619,0.266852797
17,Muth2,0.224308923,1.066899121,3.179963767,1.432614431,5.903786242,0.739631653,1.651935876,3.506599724,3.286523044,9.184690297,1.837354903,18.25912175,16.97588547,2.853199327,39.92556145,3.803912878,1.019925385,2.688803673,0.77362496,0.381219538,0.336213504,0.600593959,0.432412614,0.245416533,0.005425365,0.446844586,0.484637366,0.299786481
18,Muth2,0.215810612,1.016937226,3.196915985,1.429003491,5.858667314,0.739531517,1.640969634,3.486167431,3.285152674,9.151821256,1.725147966,17.6702422,17.52316441,3.046807077,39.96536165,4.352189541,1.15202774,3.193766356,0.787449643,0.401175984,0.31481395,0.573491715,0.431846809,0.291498811,0.037501643,0.429011625,0.449666729,0.299088466
19,Muth2,0.20481436,0.973527849,3.195275246,1.320024818,5.693642273,0.741668463,1.640302062,3.493867337,3.275594711,9.151432573,1.636574593,17.67402515,18.0997481,3.266643057,40.6769909,5.089560509,1.353939209,3.872885227,0.798362506,0.401047784,0.29226853,0.542717903,0.421730188,0.327875018,0.037295586,0.410223775,0.409958585,0.28660793
20,Muth2,0.205067307,1.004306018,3.169728518,1.300751358,5.679853201,0.74320972,1.663547695,3.502719343,3.281512856,9.190989614,1.598169096,17.51990997,18.07079908,3.304060522,40.49293867,4.526472092,1.264604797,3.35428071,0.803094333,0.406270569,0.293400487,0.537480007,0.4243467,0.343647776,0.045690242,0.411167072,0.403200009,0.289835834
21,Muth2,0.213320643,0.917330087,3.153628946,1.346351117,5.630630793,0.742316663,1.640446364,3.517781019,3.241749167,9.142293213,1.099462262,15.33297266,16.19373,2.90510921,35.53127413,5.304556847,1.281856995,4.070897102,0.86453852,0.480383338,0.366797136,0.593327337,0.49488242,0.548461735,0.16481275,0.472330947,0.47526108,0.376853385
22,Muth2,0.186613321,0.785755575,3.128096045,1.408946469,5.50941141,0.734719753,1.599543929,3.505020917,3.271333993,9.110618592,0.952464921,13.83353983,15.67240516,3.144027099,33.60243701,5.987448692,1.508468018,4.699840546,0.882649626,0.531197377,0.387181839,0.559882338,0.522303039,0.608832087,0.246486878,0.4893182,0.432106243,0.410681283
23,Muth2,0.184974179,0.757923722,3.073250413,1.440088227,5.456236541,0.72914511,1.580559731,3.496703864,3.28377682,9.090185525,2.053622436,16.16549374,19.72282302,4.17345127,42.11539046,5.709590435,1.343458862,4.44393301,0.74697928,0.452170164,0.228803492,0.415778059,0.401281698,0.156597598,0.119465314,0.357336244,0.246165237,0.261381314
24,Muth2,0.22790508,0.983271777,2.922891617,1.215926587,5.349995061,0.732290328,1.621284544,3.464031041,3.224102616,9.041708529,2.525601904,19.7541906,19.17343563,3.239821902,44.69305003,3.966695786,1.098863907,2.838726997,0.688828091,0.330553389,0.25028549,0.546472471,0.364637327,-0.037239696,0,0.375237908,0.414803189,0.216174383
25,Muth2,0.212999374,1.078986377,3.193788111,1.342804388,5.82857825,0.741374791,1.654000938,3.478627622,3.286334812,9.160338163,1.705069445,18.04342101,16.5176254,2.823466805,39.08958266,4.199976921,1.126912003,3.053578854,0.789923458,0.388529386,0.354132265,0.604756076,0.444297006,0.299744861,0.017174587,0.461776888,0.49000784,0.314447857
26,Muth2,0.228148445,1.013722986,3.179106892,1.322562278,5.743540601,0.742170334,1.652715326,3.48712194,3.263148009,9.145155609,1.499342906,17.08062681,16.7755772,2.895923734,38.25147065,4.743394375,1.263218994,3.55406642,0.815270414,0.421157365,0.344045904,0.594613169,0.456211724,0.384234713,0.069618002,0.453371586,0.476920218,0.329146645
27,Muth2,0.242508993,0.991583705,3.186273813,1.323050797,5.743417308,0.746866763,1.648256839,3.516326189,3.242507876,9.153957667,1.450913143,16.68783716,17.0942735,2.845338951,38.07836275,4.655693531,1.194452744,3.473293781,0.821237301,0.434468551,0.331584327,0.601694296,0.45867265,0.404124338,0.09101326,0.442986939,0.486057157,0.332182607
28,Muth2,0.213434026,0.989139825,3.158293486,1.254665137,5.615532474,0.73844856,1.655953228,3.527526141,3.271650374,9.193578303,1.414647899,16.57338478,16.99973294,2.701896149,37.68966177,4.795945644,1.262457581,3.60246563,0.825705434,0.438347209,0.335281026,0.621774184,0.464198478,0.419018114,0.097247483,0.446067522,0.511966689,0.338999635
29,Muth2,0.210080877,0.896078855,3.156808853,1.285996526,5.548965111,0.743597865,1.634882391,3.511296034,3.274413169,9.164189459,0.831388636,14.02017667,14.86631833,2.477914518,32.19579816,5.400599957,1.582372284,4.159352303,0.897567076,0.524872471,0.418701229,0.653128326,0.542300014,0.658556919,0.236320767,0.515584358,0.552423646,0.435350881
30,Muth2,0.193428725,0.670650706,3.054418564,1.40158002,5.320078015,0.739727855,1.577004492,3.488645792,3.286401689,9.091779828,0.344508528,11.12413152,12.77206084,2.521276968,26.76197785,9.730592728,2.366336212,8.147275925,0.957554128,0.623016083,0.500590321,0.647058219,0.619547966,0.858513759,0.39406839,0.583825267,0.54459125,0.530649088
31,Muth2,0.185437217,0.600586831,2.986810803,1.45997934,5.232814191,0.739233971,1.558506727,3.477867305,3.288985789,9.064593792,1.542104669,13.71084667,16.93613953,3.35691909,35.54600996,8.922354698,2.263270721,7.402889252,0.810001864,0.535355306,0.337767639,0.530080583,0.494672933,0.366672881,0.253169977,0.448139699,0.393652365,0.376594948
32,Muth2,0.233592659,0.908717096,2.826621414,1.228731394,5.197662563,0.743540227,1.619987428,3.449584246,3.163726091,8.976837992,2.663462967,19.90724363,19.83760666,3.454078657,45.86239192,4.572387695,1.184396362,3.396568775,0.671842639,0.325366599,0.224315253,0.516479669,0.348013799,-0.09385787,0,0.353596045,0.376102799,0.195666494
33,Muth2,0.216151059,1.107805818,3.169618011,1.344790295,5.838365183,0.739480615,1.663393557,3.4853912,3.260559142,9.148824514,1.712695465,17.91950156,16.89078197,3.033796771,39.55677576,3.996058464,1.021591415,2.865769863,0.788983879,0.392728873,0.339541198,0.575312967,0.437655323,0.29661293,0.023924482,0.449617665,0.452016731,0.306254236
34,Muth2,0.229077578,1.036270291,3.190196097,1.393369406,5.848913372,0.751505315,1.650776982,3.462926984,3.26344478,9.128654061,1.644168746,16.92186908,17.1155149,2.972425655,38.65397838,3.771834612,1.092887268,2.659259558,0.797426852,0.426537481,0.330753751,0.583904022,0.450489618,0.324756175,0.078265538,0.442294793,0.463101964,0.322087474
35,Muth2,0.261789978,0.936120242,3.180146157,1.382953376,5.761009753,0.761686563,1.637107372,3.519909025,3.290393352,9.209096312,1.923398409,16.95890558,18.15009622,2.916736924,39.94913713,4.387290478,1.172429962,3.226094484,0.763023795,0.425282357,0.290299832,0.591699628,0.432077459,0.210079317,0.076248159,0.408583193,0.47316081,0.299373012
36,Muth2,0.240733027,0.955189615,3.182290972,1.362412394,5.740626008,0.760489464,1.645137787,3.502985121,3.240335166,9.148947538,1.643327304,16.1795941,16.84563704,2.625931686,37.29449013,4.300661564,1.104905701,3.146309137,0.797530524,0.451692319,0.341306443,0.632408094,0.469816293,0.325101747,0.118697268,0.451088702,0.525687863,0.345930146
37,Muth2,0.251730263,0.935320228,3.171049058,1.361574247,5.719673796,0.7679317,1.648289263,3.507627069,3.293064833,9.216912865,0.936564631,13.57901525,13.54911328,2.218245888,30.28293904,4.04621172,1.199134293,2.911961317,0.884608654,0.53982292,0.470206226,0.689478124,0.569493488,0.615362179,0.260350836,0.558505188,0.599326611,0.468898557
38,Muth2,0.208325595,0.774058938,3.086767375,1.387175902,5.45632781,0.752442896,1.604932308,3.503682853,3.310247601,9.171305658,0.249232142,10.62766112,10.51486307,1.73671881,23.12847514,6.657007217,1.579913483,5.316504002,0.969292848,0.639840889,0.58885066,0.756884849,0.671202351,0.897642827,0.42111114,0.65737555,0.686303031,0.59437337
39,Muth2,0.184196472,0.680504084,2.992985547,1.401939884,5.259625987,0.737750173,1.565754175,3.475303411,3.304488421,9.08329618,1.213312911,12.36196182,13.75403139,2.235001122,29.56430725,6.394686699,1.640216675,5.074906349,0.85051132,0.58106745,0.462193573,0.687132637,0.579709658,0.5017044,0.326643754,0.551827978,0.596300177,0.481501904
40,Muth3,0.223800391,1.257557005,3.321668387,1.572661131,6.375686914,0.742241681,1.687770664,3.568805158,3.354938925,9.353756428,2.547576537,17.41938702,13.30769039,2.282228553,35.5568825,2.371752024,0.654243851,2.371752024,0.686120662,0.409677175,0.479646279,0.68052149,0.494518367,-0.04626446,0.051165729,0.566371899,0.587769664,0.376404266
41,Muth3,0.231485233,1.267277986,3.295404732,1.609257431,6.403425382,0.748825014,1.691295624,3.567641259,3.399304926,9.407066823,1.891299099,18.06083368,13.29664718,2.205226335,35.45400629,2.724674225,0.698580246,2.781065941,0.766978656,0.387939291,0.480078088,0.69130067,0.49598087,0.223262186,0.016226119,0.56673174,0.601678284,0.378208506
42,Muth3,0.260186762,1.245342463,3.333946585,1.513646484,6.353122294,0.761763215,1.7059865,3.545082748,3.338641047,9.35147351,1.849834133,20.33328087,20.14910633,3.840154767,46.1723761,3.16677928,0.800555649,2.058733463,0.772087431,0.310928691,0.212135077,0.462434679,0.34360702,0.240291437,0,0.343445898,0.306367328,0.190229999
43,Muth3,0.2572034,1.26153323,3.323085964,1.482818365,6.324640959,0.764018834,1.698503613,3.561958193,3.36005646,9.3845371,2.125246331,20.70153426,19.71884989,3.747385544,46.29301603,3.040801525,0.800177841,3.03694582,0.738154712,0.298449011,0.228958849,0.475421009,0.341891986,0.127182374,0,0.357465707,0.323123883,0.188114219
44,Muth3,0.268678457,1.258278489,3.325539052,1.475115553,6.327611551,0.766373158,1.693397343,3.582243562,3.388137937,9.430152,1.916805085,20.74981773,19.36509319,3.601827159,45.63354316,3.428561211,0.90912323,2.343104839,0.763836139,0.29681274,0.242791348,0.495797047,0.351267145,0.21278713,0,0.36899279,0.349415545,0.199680038
45,Muth3,0.272182256,1.269179762,3.330252767,1.491176292,6.362791077,0.762634993,1.694101155,3.585186541,3.350131274,9.392053963,1.284878517,20.94954182,19.48169318,3.598875133,45.31498866,3.992241383,0.999882736,2.862254381,0.841693934,0.290044322,0.238232086,0.496210287,0.355795761,0.472313115,0,0.365193405,0.349948758,0.205266839
46,Muth3,0.233403087,1.273734778,3.339343548,1.541541322,6.388022735,0.756607473,1.692413688,3.582543016,3.382492125,9.414056302,0.805434487,21.57513838,19.83608596,3.715516534,45.93217536,3.967538595,1.030102463,2.83950305,0.900764809,0.26884358,0.224374715,0.479882203,0.347021748,0.669216031,0,0.353645596,0.328880262,0.194442634
47,Muth3,0.193289563,1.290971636,3.329018593,1.493278116,6.306557908,0.748749554,1.698446273,3.580770671,3.366498769,9.394465267,1.57181133,21.82360649,20.40098772,3.794381279,47.59078682,3.311973095,0.948793182,2.23572731,0.806341795,0.260423284,0.202286079,0.468842296,0.323442694,0.354472649,0,0.335238399,0.31463522,0.165353947
48,Muth3,0.251461983,1.29762435,3.331964016,1.47994104,6.360991389,0.737780511,1.703324437,3.566692889,3.35592866,9.363726497,2.608792685,21.18810122,19.52839662,3.585109456,46.91039998,3.916498423,0.992190399,2.792495012,0.678578402,0.281959821,0.236405901,0.49813728,0.333115169,-0.071405326,0,0.363671584,0.3524352,0.177286554
49,Muth3,0.254926354,1.244419187,3.317923902,1.432203055,6.249472498,0.750952363,1.684648335,3.564232647,3.334282637,9.334115982,2.208650611,19.39673423,17.07463892,2.979537074,41.65956083,3.997317791,1.005718842,2.86692977,0.727878719,0.342667171,0.332352073,0.582908528,0.407761836,0.092929062,0,0.443626728,0.461817456,0.269375643
50,Muth3,0.260572404,1.227256834,3.301838458,1.384957388,6.174625084,0.768596232,1.674446166,3.593371153,3.332255541,9.368669092,1.978090322,19.85219877,17.54828521,2.879859853,42.25843415,3.863417625,0.929376755,2.743607759,0.756285367,0.327232006,0.313831684,0.596861877,0.399248168,0.18761789,0,0.42819307,0.479821776,0.258872617
51,Muth3,0.295851111,1.25709948,3.343666196,1.497851655,6.394468442,0.76035291,1.68143332,3.582234263,3.365861356,9.389881849,1.651006266,22.21493537,20.6176514,3.643669452,48.1272625,2.992085695,0.810424957,2.974664211,0.796584422,0.247161602,0.193814154,0.48993974,0.315816081,0.321948073,0,0.328178462,0.341857729,0.155945249
52,Muth3,0.293538213,1.271771073,3.345262766,1.501914724,6.412486776,0.76925838,1.686250806,3.600779832,3.36482972,9.421118738,1.698631983,22.40295545,20.90165307,4.044948004,49.0481885,3.394347668,0.901676788,2.31467557,0.790716599,0.24078982,0.182709198,0.433766631,0.302724067,0.302388663,0,0.318924331,0.269376298,0.139794072
53,Muth3,0.302719742,1.258216232,3.331401945,1.545794859,6.438132778,0.765114605,1.691708028,3.587562322,3.376149713,9.420534668,1.47446261,20.40214103,17.93018771,3.513539028,43.32033038,3.62930131,0.906122131,2.523483515,0.818335841,0.3085951,0.298898635,0.50815609,0.384152103,0.394452805,0,0.415748862,0.365362697,0.240249107
54,Muth3,0.286726683,1.242386192,3.34624821,1.578126044,6.453487129,0.772274733,1.686579943,3.601923645,3.385457098,9.446235419,1.202343256,18.77041154,15.63150774,2.894784222,38.49904676,2.842666626,0.715825348,2.847662926,0.851862859,0.36389252,0.388780999,0.594772684,0.452692147,0.506209529,0,0.490650833,0.477126044,0.324804661
55,Muth3,0.289673507,1.251753569,3.309639632,1.640129417,6.491196125,0.768550336,1.680463373,3.595435619,3.393488824,9.437938152,1.839491679,18.38727063,15.09306811,2.680816785,38.0006472,2.348582029,0.635237198,2.348582029,0.773361694,0.376876721,0.409834921,0.624724986,0.459777465,0.24453898,0,0.508195767,0.515774175,0.33354558
56,Muth3,0.260965347,1.253059,3.304198563,1.597150907,6.415373817,0.763168871,1.684760809,3.57958287,3.423033476,9.450546026,2.66565589,18.32714421,14.48572924,2.549165908,38.02769525,2.469087362,0.628903008,2.469087362,0.671572456,0.378914336,0.433582921,0.643154177,0.459392947,-0.094758481,0.001720181,0.527985768,0.539553776,0.333071212
57,Muth3,0.273029745,1.24055323,3.287950336,1.599718705,6.401252016,0.773989618,1.720466673,3.577249885,3.380852282,9.452558458,2.62703559,19.97141317,19.89454394,3.936553641,46.42954634,2.88549757,0.855189514,2.801072121,0.676330748,0.323191968,0.222088907,0.448940251,0.339951052,-0.078897507,0,0.351740756,0.288955163,0.185719754
58,Muth3,0.315822124,1.248909831,3.313404501,1.689042583,6.567179039,0.789498031,1.707826555,3.577854157,3.403241932,9.478420675,2.554609904,20.33803477,19.03349267,3.841139287,45.76727664,2.6737957,0.762648544,2.6737957,0.685254102,0.310767587,0.255757502,0.462296861,0.349365971,-0.049152994,0,0.379797918,0.306189498,0.197334624
59,Muth3,0.352525622,1.240814805,3.298597455,1.611671836,6.503609718,0.753168821,1.681150794,3.590255798,3.379052878,9.403628291,1.890695801,20.60016709,19.05278657,3.800303618,45.34395308,3.258152008,0.87616333,2.106467247,0.767052986,0.301884227,0.255003077,0.468013255,0.355383998,0.223509954,0,0.379169231,0.31356549,0.204758862
60,Muth3,0.336808056,1.257799506,3.2928769,1.453496293,6.340980755,0.765002608,1.68014735,3.563437938,3.367647349,9.376235245,1.788898629,20.2744612,18.78602952,3.530831537,44.38022089,3.973225832,1.066258621,2.844741106,0.779595113,0.312922021,0.265433739,0.505735392,0.36908455,0.265317045,0,0.387861449,0.362239216,0.221660773
61,Muth3,0.339636922,1.224585146,3.225955666,1.423101366,6.2132791,0.793545246,1.69818747,3.573960364,3.352486254,9.418179334,1.752172377,19.89012825,17.89300551,3.277436622,42.81274276,4.66744709,1.227448196,3.484118462,0.784120046,0.325946619,0.300352523,0.541206963,0.391368039,0.280400153,0,0.416960436,0.408008984,0.249151166
62,Muth3,0.314807296,1.239883125,3.234888017,1.427506268,6.217084706,0.810735047,1.704912424,3.588548004,3.354820847,9.459016322,1.933400237,19.96258478,18.50961704,3.47286463,43.87846669,4.236059666,1.056030045,3.086811066,0.7617915,0.323491152,0.276241946,0.513849909,0.376217559,0.205971665,0,0.396868288,0.37270956,0.230460526
63,Muth3,0.330521464,1.275443077,3.293852926,1.451224476,6.351041943,0.800777078,1.695600987,3.554354846,3.354806781,9.405539692,2.153580961,20.34580062,19.29042005,3.741618245,45.53141987,3.770902634,1.011830063,2.658401251,0.734663687,0.310504411,0.245711197,0.476228346,0.352718944,0.115545622,0,0.371425997,0.324165608,0.201471074
64,Muth3,0.269073159,1.273461133,3.289479554,1.470765413,6.302779259,0.788391292,1.682745397,3.578089415,3.354642035,9.403868139,2.621752741,20.50094467,19.32521567,3.736066625,46.18397971,3.416781425,0.944324112,2.32728672,0.676981632,0.305246759,0.244350628,0.477005492,0.343442062,-0.076727893,0,0.37029219,0.325168376,0.190026495
65,Muth3,0.271863878,1.250997573,3.305468262,1.42788586,6.256215573,0.785919011,1.686817229,3.579443633,3.3821491,9.434328973,2.608852086,20.36997042,18.89113171,3.542005161,45.41195938,3.189540625,0.911025467,2.081336975,0.678571084,0.309685325,0.261324062,0.504171249,0.354417211,-0.071429721,0,0.384436718,0.360220967,0.203566169
66,Muth3,0.293649226,1.243921131,3.297165155,1.555437982,6.390173494,0.794770896,1.708147586,3.590492844,3.388935328,9.482346654,2.843753251,20.75371658,19.01412644,3.69017219,46.30176846,2.789954185,0.722421799,2.789954185,0.649629609,0.296680612,0.256514755,0.483430039,0.34176756,-0.167901304,0,0.380428963,0.333458115,0.187960719
67,Muth3,0.341420531,1.262959063,3.271813691,1.533748031,6.409941316,0.769384623,1.707422972,3.577031433,3.381593764,9.435432792,2.615067839,21.74943178,19.95566756,4.040126906,48.36029408,3.251698732,0.85794899,2.104729176,0.677805259,0.262936979,0.219698868,0.434441514,0.312503271,-0.07398247,0,0.349749057,0.270247114,0.151858347
68,Muth3,0.348558098,1.28546536,3.280180753,1.582026451,6.496230662,0.765251875,1.684936345,3.581566037,3.389940202,9.421694459,2.329546681,21.79868735,19.87138724,4.163246973,48.16286824,3.151799917,0.80858551,2.129406214,0.712983473,0.261267765,0.222994375,0.417206511,0.315309905,0.043278243,0,0.352495312,0.248008401,0.155320797
69,Muth3,0.352508366,1.261905015,3.263310731,1.606202066,6.483926178,0.752791286,1.685407401,3.584960461,3.403447449,9.426606597,2.009133459,20.25314538,17.82739713,3.963645195,44.05332117,2.537196398,0.652819366,2.537196398,0.752460634,0.31364439,0.302917924,0.445147831,0.373731803,0.174868781,0,0.41909827,0.284061717,0.227393933
70,Muth3,0.333333343,1.235423893,3.248776376,1.630924433,6.448458045,0.823242486,1.715414584,3.582065343,3.410233676,9.530956089,2.524706634,20.12572275,18.47053755,4.170400774,45.29136771,2.475239992,0.690674515,2.475239992,0.688938395,0.317962595,0.277770021,0.416205084,0.356131559,-0.036872017,0,0.398141684,0.246716237,0.205681103
72,Muth2,0.30914706,0.847105414,2.655132473,1.255511745,5.066896692,0.785142124,1.596666634,3.464475214,3.192155957,9.038439929,2.677805955,18.86510252,19.92474993,3.479387458,44.94704586,4.37249279,1.118388443,3.212465525,0.670075482,0.360683553,0.220907801,0.512936809,0.361026487,-0.099748393,0,0.350756501,0.371531366,0.211719811
73,Muth2,0.328133911,1.053750157,3.203820824,1.397006273,5.982711165,0.78022933,1.64959681,3.525464176,3.324848473,9.280138789,2.682357569,17.93490419,17.36981418,2.942797063,40.929873,4.035866737,1.079861832,2.902433395,0.669514691,0.392206895,0.32081021,0.588051591,0.41813518,-0.101617696,0.0230855,0.434008508,0.468453665,0.28217289
74,Muth2,0.344965458,0.930171579,3.163205326,1.410954133,5.849296496,0.779087424,1.622656166,3.474374234,3.275147974,9.151265798,2.599974225,16.22585446,16.73654906,2.714722758,38.2771005,4.41795969,1.302589264,3.254341364,0.679664898,0.450124609,0.345571972,0.619978647,0.455847366,-0.067783672,0.116177465,0.45464331,0.509649867,0.328697149
75,Muth2,0.298469394,0.890016407,3.136366427,1.428639651,5.753491879,0.772492111,1.6226511,3.504976034,3.270530164,9.170649409,2.430542157,16.91115754,18.53838679,3.011167148,40.89125364,4.600941658,1.298232574,3.422867537,0.70054012,0.426900482,0.275116998,0.578480782,0.418684199,0.001800401,0.078848996,0.395930832,0.456104235,0.282850195
76,Muth2,0.269926846,0.942761361,3.179165064,1.421817093,5.813670364,0.771343231,1.637346268,3.498227657,3.275395334,9.18231249,2.490228944,16.41076493,17.76539654,3.033203942,39.69959436,4.890572071,1.221921768,3.689617157,0.693186289,0.443858208,0.305342255,0.575395954,0.435624994,-0.022712372,0.106105389,0.421118546,0.452123812,0.303749487
77,Muth2,0.297514021,0.967329979,3.166994809,1.37116091,5.802999719,0.784742534,1.651657641,3.507543147,3.279161632,9.223104954,2.838599668,14.44786141,14.87688881,2.585462935,34.74881282,3.869031906,1.120766068,2.748778343,0.650264566,0.510378732,0.418287905,0.638073125,0.506005999,-0.165784779,0.213024773,0.515239921,0.532997581,0.390576172
78,Muth2,0.341226697,0.834977567,3.165351868,1.35295628,5.694512412,0.775811315,1.621121109,3.476384342,3.302215159,9.175531925,2.839074241,12.05597442,12.24462582,2.069142674,29.20881716,6.701653481,1.507306061,5.3576231,0.650206096,0.591437008,0.521213943,0.710350386,0.584763355,-0.165979681,0.343310893,0.601011619,0.626258563,0.48773648
79,Muth2,0.336721241,0.748612911,3.089742422,1.329664767,5.504741341,0.774699748,1.595074892,3.482448458,3.245713651,9.097936749,2.747489505,13.4230301,14.18251909,2.418792677,32.77183138,6.236454487,1.647161713,4.929174423,0.661489979,0.545109076,0.445438963,0.661404516,0.534111045,-0.128366737,0.268847349,0.537865802,0.563102601,0.425248424
80,Muth2,0.337896943,0.887851954,2.702254713,1.304504544,5.232508154,0.791870773,1.61635232,3.465514958,3.242109298,9.115847349,2.987410031,18.99785008,19.30082783,3.323827397,44.60991534,4.164794445,1.114081345,3.021175861,0.631930084,0.356184892,0.245304235,0.534712935,0.365819182,-0.226899721,0,0.371086862,0.399629593,0.217632398
81,Muth2,0.341798514,1.006953418,3.205148637,1.408210486,5.962111055,0.7845999,1.642792523,3.526236892,3.305097759,9.258727074,3.27976605,17.96910548,17.74402293,2.886681858,41.87957632,3.862807751,1.115030136,2.743046045,0.595909767,0.391047854,0.306178,0.595906896,0.404634065,-0.346967444,0.021222556,0.421815,0.478589543,0.265517016
82,Muth2,0.315594643,0.888175517,3.142036915,1.384575725,5.7303828,0.757657051,1.611753762,3.490704835,3.258778274,9.118893922,3.435255045,16.11334749,16.63048097,2.617698514,38.79678202,5.056688309,1.378548431,3.842610121,0.57675243,0.45393734,0.349719417,0.633560617,0.448459501,-0.410825235,0.122305721,0.458099514,0.52717499,0.319582987
83,Muth2,0.360148519,0.919655502,3.127190113,1.389210329,5.796204463,0.786693335,1.626416505,3.495585502,3.264641226,9.173336568,2.848669471,16.39443862,17.03823585,2.764621526,39.04596547,5.341955662,1.386508942,4.105341434,0.649023896,0.444411487,0.333775496,0.612993551,0.444917074,-0.169920347,0.106994683,0.444812913,0.500636841,0.315212814
84,Muth2,0.354603112,0.938909829,3.188308716,1.41351831,5.895339967,0.796087682,1.633458197,3.474486172,3.267442882,9.171474933,2.18337634,16.05530645,16.59138571,2.8236834,37.6537519,4.895611286,1.261733704,3.694257975,0.730992686,0.455904283,0.35124811,0.604725756,0.464708978,0.103308955,0.125467217,0.459373425,0.489968717,0.339629422
85,Muth2,0.357720435,1.021965235,3.197530329,1.43561697,6.012832969,0.800683558,1.663780391,3.517696976,3.299737752,9.281898677,1.396460199,15.38149634,14.97170384,2.620677609,34.37033799,3.799847841,1.075832596,2.685060024,0.827946287,0.478738927,0.414580473,0.633143588,0.511386451,0.426487623,0.162169664,0.512150395,0.526636887,0.397213854
86,Muth2,0.383767337,0.950488329,3.159123778,1.36828263,5.861662074,0.797184706,1.647688985,3.49838394,3.269698441,9.212956072,1.280287982,13.49111929,12.71547815,2.139394632,29.62628005,5.211224556,1.188340225,3.984937906,0.842259521,0.542801613,0.502802802,0.700516143,0.578828644,0.474198402,0.265138531,0.585669002,0.613569216,0.480415026
89,Muth2,0.333579063,0.909202188,3.154900729,1.358956233,5.756638213,0.777210474,1.627432525,3.49377346,3.2749812,9.173397659,2.089267471,14.22721169,13.40613671,2.106807693,31.82942356,4.421295166,1.211574554,3.25741291,0.742587561,0.517856295,0.475796857,0.705077836,0.547508447,0.141958535,0.225043566,0.563164048,0.619455272,0.441776349
90,Muth2,0.299545616,0.903979003,2.793400526,1.294702545,5.29162769,0.769070566,1.620688856,3.46710527,3.248792649,9.105657341,1.924159777,18.37820198,17.8313638,3.197811102,41.33153666,4.617118835,1.216233978,3.437766314,0.762929989,0.377184047,0.302762821,0.552353367,0.412425073,0.209766631,0,0.418969017,0.422391441,0.275128523
91,Muth2,0.275197804,0.981912941,3.205925106,1.34947966,5.812515511,0.766120851,1.638965547,3.514604509,3.324858069,9.244548976,1.934142011,18.51440224,18.32463517,3.42673622,42.19991564,4.77930212,1.279696121,3.587137222,0.761700108,0.372568379,0.283475057,0.520307209,0.400080076,0.205667026,0,0.402895881,0.381041561,0.259898913
92,Muth2,0.262335807,0.905601084,3.165848434,1.344455407,5.678240732,0.762202621,1.623940885,3.492164016,3.29013127,9.168438792,1.791044636,17.95605172,18.91849389,3.61490993,42.28050017,4.454551697,1.289437714,3.28804183,0.77933071,0.39149023,0.260254153,0.493965651,0.398934475,0.264435701,0.021933594,0.383545128,0.347052453,0.258485624
